Statistik Austria: Bevölkerungsprognose 2014-2080 – Basistafel und jährlicher Trend,,,,
,,,,
,q M 2014,M,q F 2014,F
0,0.00329510385037614,-0.0443394515333271,0.00281572638727908,-0.0461691934651078
1,0.000255226677421527,-0.0428143357006832,0.000162851795562211,-0.0444917353582905
2,0.000173567998795988,-0.0421435262403271,0.000132130160011204,-0.0431499486749107
3,0.000139097708889972,-0.0418560443268952,0.0000989927597031909,-0.0425749271420255
4,0.000109970552978629,-0.0409339441353751,0.0000867861819601838,-0.0415947214673178
5,0.0000907264577128255,-0.0395570376473202,0.0000731460122667466,-0.0405135231095244
6,0.0000908487291556077,-0.038475821279329,0.0000712099828239729,-0.0392659686507884
7,0.0000850985557912139,-0.0375193690178186,0.0000742101399035577,-0.0380184073415979
8,0.0000854908534748443,-0.0367292463934952,0.0000708590477437359,-0.0372282910139443
9,0.0000976303781784924,-0.035939105293707,0.0000753223179389503,-0.0364381671969944
10,0.0000982648085766863,-0.0351489837258896,0.0000756470832430896,-0.0356480491184268
11,0.000102966597050608,-0.0343588481141737,0.0000773061011519219,-0.0348579190820555
12,0.000114316778583269,-0.0335687133672735,0.0000804228312504939,-0.0340677982662783
13,0.000131672210241366,-0.0328201415343479,0.0000902103638648066,-0.0333192423988962
14,0.000158396230132723,-0.0326121627982534,0.000103623801563474,-0.0330281225855575
15,0.000213075967806151,-0.0325288886898036,0.000126245128929204,-0.0327369826956332
16,0.000269838116984308,-0.0324456048830406,0.000135267989274999,-0.0324458621939563
17,0.00035326132738859,-0.0324454526340574,0.000151934200614346,-0.0324458347414041
18,0.000440216003796468,-0.0321541927655371,0.000188265691059221,-0.0321546694416597
19,0.000460185226652399,-0.0318630386225678,0.000180827951043411,-0.0318635846515942
20,0.000503882217473798,-0.0315718460572452,0.000178825432911784,-0.0315724759133253
21,0.000552041943722578,-0.0312806542311534,0.000193729344088907,-0.0312813551244044
22,0.000563493304923924,-0.030989510979996,0.000202890674013716,-0.0309902400195163
23,0.000561211260412811,-0.0305320526182271,0.000187369588725967,-0.0305328268178577
24,0.000564967250052512,-0.0300745931408031,0.000197833377232676,-0.0300753652090382
25,0.000556730361215476,-0.0296171679764203,0.000199095211107258,-0.029617918611617
26,0.000539751090567329,-0.029159752024583,0.000212681781537176,-0.0291604433645301
27,0.000552147908138184,-0.0287022740137743,0.000231044467423667,-0.0287029739486009
28,0.000556140600873394,-0.028244808426571,0.00024341815289596,-0.0282454920443005
29,0.000587580391884015,-0.0280783773810143,0.000245035390794445,-0.0280791452058491
30,0.000627514239104456,-0.027911961185362,0.000278675071302792,-0.0279127323384767
31,0.000650052028548697,-0.027745553240802,0.000303750984850327,-0.0277463352341432
32,0.000658033988584997,-0.0275791826485055,0.000317798772803166,-0.0275799553142253
33,0.000739913356258128,-0.0274126636171399,0.000352228781866089,-0.0274135251529231
34,0.000759192330246922,-0.027412616516397,0.00038507324910979,-0.0274134642340016
35,0.000798017985782333,-0.0274125083741286,0.000417227059041988,-0.0274133786190216
36,0.000850695176528282,-0.0274124183097584,0.000432621081550661,-0.027413354380279
37,0.000916841643747044,-0.0274122539017849,0.000469321819509782,-0.0274132689304789
38,0.000942223170897515,-0.0274122089628595,0.000506319777556735,-0.0274131829382274
39,0.00106175688879967,-0.0274119276656908,0.000564332807537131,-0.0274130550799967
40,0.00116524918464675,-0.0274117005067076,0.000634715570614504,-0.0274128875688415
41,0.00127974605001772,-0.0274114245519002,0.000710290235304243,-0.027412715937384
42,0.001382792293389,-0.0273696020115288,0.000803973342097647,-0.0273709073214103
43,0.00153962736835228,-0.0270365525635814,0.000885373722001773,-0.0270380188069499
