"Rententafel AVÖ 2005-R mit Altersverschiebung, Basistafel",,,,,,
,,,,,,
age,qx1965,qx1965G,qy1965,qy1965G,qu1972,qu1972G
0,0.0002296,0.0002296,0.0001496,0.0001496,0.0138962493415961,0.0138962493415961
1,0.0002296,0.0002296,0.0001496,0.0001496,0.00104062518899977,0.00104062518899977
2,0.0002296,0.0002296,0.0001496,0.0001496,0.000678019130240079,0.000678019130240079
3,0.0002296,0.0002296,0.0001496,0.0001496,0.000433169386968135,0.000433169386968135
4,0.0002296,0.0002296,0.0001496,0.0001496,0.000313558325991125,0.000313558325991125
5,0.0002296,0.0002296,0.0001496,0.0001496,0.000256926922970251,0.000256926922970251
6,0.0002296,0.0002296,0.0001496,0.0001496,0.000238694808372229,0.000238694808372229
7,0.0002296,0.0002296,0.0001496,0.0001496,0.000228174960714844,0.000228174960714844
8,0.0002296,0.0002296,0.0001496,0.0001496,0.00020499467055215,0.00020499467055215
9,0.0002296,0.0002296,0.0001496,0.0001496,0.000189933941293667,0.000189933941293667
10,0.0002296,0.0002296,0.0001496,0.0001496,0.000182530366847689,0.000182530366847689
11,0.0002296,0.0002296,0.0001496,0.0001496,0.0001767028393314,0.0001767028393314
12,0.0002296,0.0002296,0.0001496,0.0001496,0.000174474494269489,0.000174474494269489
13,0.0002896,0.0002896,0.0001496,0.0001496,0.000197531454865601,0.000197531454865601
14,0.0002896,0.0002896,0.0001496,0.0001496,0.000259331472880642,0.000259331472880642
15,0.0005288,0.0005288,0.000227220067119612,0.000227220067119612,0.000346224433198155,0.000346224433198155
16,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000440080677885073,0.000440080677885073
17,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000533293594172721,0.000533293594172721
18,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000594370444158063,0.000594370444158063
19,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000594473036456321,0.000594473036456321
20,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000562499041100626,0.000562499041100626
21,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000533657540191344,0.000533657540191344
22,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000507775541977034,0.000507775541977034
23,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000479867065378208,0.000479867065378208
24,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000454952602524761,0.000454952602524761
25,0.000726462211582119,0.000726462211582119,0.000227220067119612,0.000227220067119612,0.000440459004982059,0.000440459004982059
26,0.000726462211582119,0.000726462211582119,0.000278059377262853,0.000278059377262853,0.000430589811640765,0.000430589811640765
27,0.000726462211582119,0.000726462211582119,0.000278059377262853,0.000278059377262853,0.000418272860195765,0.000418272860195765
28,0.000726462211582119,0.000726462211582119,0.000297951582867784,0.000297951582867784,0.000403049386266028,0.000403049386266028
29,0.000726462211582119,0.000726462211582119,0.000297951582867784,0.000297951582867784,0.000388216524607466,0.000388216524607466
30,0.000726462211582119,0.000726462211582119,0.000297951582867784,0.000297951582867784,0.00038004436241645,0.00038004436241645
31,0.000726462211582119,0.000726462211582119,0.000297951582867784,0.000297951582867784,0.000387502550260524,0.000387502550260524
32,0.000726462211582119,0.000726462211582119,0.000297951582867784,0.000297951582867784,0.000407985982573537,0.000407985982573537
33,0.000740878964428134,0.000740878964428134,0.000297951582867784,0.000297951582867784,0.000435203379219798,0.000435203379219798
34,0.000740878964428134,0.000740878964428134,0.000377447511205473,0.000377447511205473,0.000458864571502162,0.000458864571502162
35,0.000818018515959648,0.000818018515959648,0.000377447511205473,0.000377447511205473,0.000476775102366544,0.000476775102366544
36,0.00095784,0.00095784,0.000468,0.000468,0.000499527520599264,0.000499527520599264
37,0.00102225970223768,0.00102225970223768,0.000507206367543319,0.000507206367543319,0.000537813078337628,0.000537813078337628
38,0.00110874461992133,0.00110874461992133,0.00055853071743678,0.00055853071743678,0.000588445540687974,0.000588445540687974
39,0.00120718451962765,0.00120718451962765,0.000615333647153009,0.000615333647153009,0.000645204622619886,0.000645204622619886
40,0.00130974069087009,0.00130974069087009,0.000674821406358667,0.000674821406358667,0.000704599806787528,0.000704599806787528
41,0.00138353036767532,0.0013923370536567,0.00072180158255467,0.000725582447987099,0.000749936679484008,0.000754247340855181
42,0.00144910847420244,0.0014679036554502,0.000764866094605615,0.000773008217548191,0.000791124944178084,0.000800373292771344
