USA 2012 IAM Basic and Mortality Tables,,,,,,,,,
,,,,,,,YOB:,2025,
,Basic Table (unloaded),,2012 IAM Mortality,,Projection Scale,,,,
ANB,qx(2012),qy(2012),qx(2012),qy(2012),G2x,G2y,Age,qx,qy
0,0.001783,0.001801,0.001605,0.001621,0.01,0.01,0,0.00140842124191334,0.00142246157828133
1,0.000446,0.00045,0.000401,0.000405,0.01,0.01,1,0.00034836707092036,0.000351842054171436
2,0.000306,0.000287,0.000275,0.000259,0.01,0.01,2,0.000236516047526354,0.000222755113852094
3,0.000254,0.000199,0.000229,0.000179,0.01,0.01,3,0.000194983829580727,0.000152410941025983
4,0.000193,0.000152,0.000174,0.000137,0.01,0.01,4,0.000146672115648803,0.000115483217493598
5,0.000186,0.000139,0.000168,0.000125,0.01,0.01,5,0.000140198311923615,0.000104314220181261
6,0.000184,0.00013,0.000165,0.000117,0.01,0.01,6,0.000136317822932872,0.0000966617289887636
7,0.000177,0.000122,0.000159,0.00011,0.01,0.01,7,0.00013004720307796,0.0000899697631356954
8,0.000159,0.000105,0.000143,0.000095,0.01,0.01,8,0.00011579108515564,0.0000769241474810196
9,0.000143,0.000098,0.000129,0.000088,0.01,0.01,9,0.000103410346050537,0.000070543491879436
10,0.000126,0.000094,0.000113,0.000085,0.01,0.01,10,0.000089678414051733,0.0000674572141097107
11,0.000123,0.000096,0.000111,0.000086,0.01,0.01,11,0.0000872102736296013,0.0000675683201094208
12,0.000147,0.000105,0.000132,0.000094,0.01,0.01,12,0.000102672419440687,0.0000731152077835198
13,0.000188,0.00012,0.000169,0.000108,0.01,0.01,13,0.000130137291641071,0.0000831646597469567
14,0.000236,0.000146,0.000213,0.000131,0.01,0.01,14,0.000162378998155933,0.0000998668955794706
15,0.000282,0.000174,0.000254,0.000156,0.01,0.01,15,0.000191698698949723,0.000117736208803767
16,0.000325,0.000199,0.000293,0.000179,0.01,0.01,16,0.000218921423639158,0.000133743804885356
